title,rating
As Good as It Gets,2.799864314789688
Aftershock,2.8
Breakaway,2.8
Daddy and the Muscle Academy,2.8
Every Blessed Day,2.8
For a Book of Dollars,2.8
Glee: The Concert Movie,2.8
Harvest,2.8
His Girl Friday,2.8
Honky Tonk Freeway,2.8
Machete Kills,2.8
Nasty Habits,2.8
Natimorto,2.8
Samurai Rebellion,2.8
Sometimes They Come Back... for More,2.8
Song of the Exile,2.8
Stand-In,2.8
Svend,2.8
The Apartment,2.8
The Last Summer,2.8
The Long Goodbye,2.8
Three Faces East,2.8
Killjoy,2.8026315789473686
!Women Art Revolution,2.802944507361268
The Dress,2.8033446232006773
North to Alaska,2.8036211699164344
The Thing,2.804071876030333
Murder by Death,2.8041666666666667
Dark City,2.8043478260869565
The Search for One-eye Jimmy,2.8043478260869565
Death Proof,2.804656949875578
Venom,2.8048780487804876
My Mother's Smile,2.8055555555555554
Totally True Love,2.8055555555555554
Bringing Out the Dead,2.806122448979592
Snake Eyes,2.806451612903226
Nocturna,2.8072289156626504
Carne,2.8076923076923075
Challenge of the Masters,2.8076923076923075
My Name Is Khan,2.8076923076923075
The Fourth Dimension,2.8076923076923075
Brother,2.8079533277771165
Desert Saints,2.8089480048367594
The Wing or the Thigh,2.809316920106203
Mrs. Santa Claus,2.8095238095238093
Wasted on the Young,2.8095238095238093
Men Behind the Sun,2.810344827586207
Zatôichi at Large,2.810344827586207
Spider-Man 2,2.8112582781456954
The Lost World: Jurassic Park,2.811367895065584
SLC Punk,2.812
Cannibal Vegetarian,2.8125
Carry On Spying,2.8125
Forever Hardcore: The Documentary,2.8125
Lost in a Harem,2.8125
Men in Black,2.8125
Mrs Palfrey at The Claremont,2.8125
Never on Sunday,2.8125
The Mountain Road,2.8125
Finder's Fee,2.812962962962963
The Lonedale Operator,2.8132075471698115
Cruel Intentions 3,2.8141025641025643
Batman & Robin,2.8146577831617203
The Apostle,2.814814814814815
Hook,2.815599830436626
Black Hawk Down,2.8157894736842106
Cockfighter,2.8157894736842106
To Die For,2.8165413533834585
In Search of Mozart,2.817073170731707
A Lot Like Love,2.8181818181818183
Innocent Sorcerers,2.8181818181818183
Kymmenen riivinrautaa,2.8181818181818183
L'outremangeur,2.8181818181818183
The Day the Sky Exploded,2.8181818181818183
Twilight's Last Gleaming,2.8181818181818183
The White Stripes: Under Great White Northern Lights,2.8190476190476192
The Man Between,2.8192307692307694
Black Tar Heroin: The Dark End of the Street,2.8214285714285716
Raging Bull,2.8214285714285716
Twister,2.8214285714285716
Variety,2.8214285714285716
Zombie Island Massacre,2.8214285714285716
Crime of Passion,2.822002200220022
The Discreet Charm of the Bourgeoisie,2.8220338983050848
Throne of Blood,2.8224043715846996
The Horse Whisperer,2.8226371061843643
In the Line of Duty: The F.B.I. Murders,2.8229166666666665
The Bunker,2.823123768583199
Meet the Spartans,2.824324324324324
Last Days,2.8253323485967505
"Tomorrow, When the War Began",2.825641025641026
...And the Pursuit of Happiness,2.8263473053892216
Viva Las Vegas,2.8265720081135903
3 Ninjas: High Noon at Mega Mountain,2.8267326732673266
Angels and Insects,2.8268156424581004
The Party,2.827800829875519
The Shadow,2.828125
A Chorus Line,2.8287037037037037
Back to the Future Part III,2.8297149267520125
Moonraker,2.83125
The Golden Eye,2.831460674157303
After Office Hours,2.8333333333333335
Alien Space Avenger,2.8333333333333335
Ass Backwards,2.8333333333333335
Bee Movie,2.8333333333333335
Blood Sisters of Lesbian Sin,2.8333333333333335
Blood in the Face,2.8333333333333335
Body Of Water,2.8333333333333335
Critic's Choice,2.8333333333333335
Deep West,2.8333333333333335
Digital Dharma,2.8333333333333335
Emmanuelle 3,2.8333333333333335
Enigma,2.8333333333333335
Gestalt,2.8333333333333335
Godfrey: Black By Accident,2.8333333333333335
Gunsmith Cats: Bulletproof!,2.8333333333333335
Hello Lonesome,2.8333333333333335
Hollow Reed,2.8333333333333335
Home Alone 2: Lost in New York,2.8333333333333335
How They Get There,2.8333333333333335
Incredible Rocky Mountain Race,2.8333333333333335
Jailbait Babysitter,2.8333333333333335
Karas: The Prophecy,2.8333333333333335
Lisztomania,2.8333333333333335
Marvel One-Shot: Item 47,2.8333333333333335
Monster High: Friday Night Frights,2.8333333333333335
Normal,2.8333333333333335
Radio Unnameable,2.8333333333333335
Saint Joan,2.8333333333333335
Schoolgirl Report Part 5: What All Parents Should Know,2.8333333333333335
Steamboy,2.8333333333333335
Sujata,2.8333333333333335
Sur,2.8333333333333335
Terror from the Year 5000,2.8333333333333335
The Capsule,2.8333333333333335
The Desert of Forbidden Art,2.8333333333333335
The Green,2.8333333333333335
The Incredible Kung Fu Master,2.8333333333333335
"The Life and Death of 9413, a Hollywood Extra",2.8333333333333335
The Love Letter,2.8333333333333335
The Marine 2,2.8333333333333335
The Outlaw and His Wife,2.8333333333333335
The Overbrook Brothers,2.8333333333333335
The Salt of Life,2.8333333333333335
The War Wagon,2.8333333333333335
"Unman, Wittering and Zigo",2.8333333333333335
Venus in Furs,2.8333333333333335
Very Russian Detective,2.8333333333333335
When a Man Loves,2.8333333333333335
Where the Red Fern Grows,2.8333333333333335
Training Day,2.8339153208206023
Pünktchen und Anton,2.8344203972724578
March of the Penguins,2.8345008756567425
A Few Good Men,2.835016835016835
Orpheus,2.835119887165021
Spider-Man 3,2.8363636363636364
Man with a Movie Camera,2.8365384615384617
A Gorgeous Girl Like Me,2.8365617433414045
Little Caesar,2.836810730253353
Talk to Her,2.8375228519195614
Two Men Went To War,2.8383534136546187
Coach Carter,2.8392857142857144
The Final Terror,2.83974358974359
The Marksman,2.83974358974359
The Double Life of Veronique,2.8401920438957475
The Big Swap,2.8404255319148937
Get Out Your Handkerchiefs,2.8408051235132663
Supergator,2.841530054644809
Star Trek: Insurrection,2.84180790960452
Chicago Joe and the Showgirl,2.841880341880342
Best Seller,2.8434463398833945
The Last Metro,2.84375
Knight of Cups,2.8439450686641696
A Hard Day's Night,2.844155844155844
In the Shadow,2.8461538461538463
Medea,2.8461538461538463
My Boy,2.8461538461538463
Position Among the Stars,2.8461538461538463
The Swan,2.8461538461538463
Would You Rather,2.8461538461538463
The Silence of the Lambs,2.8463665086887837
Life Is Beautiful,2.846865067899451
Séance,2.847826086956522
Pharaoh,2.8480272771553823
The Rules of the Game,2.849056603773585
The Greatest Story Ever Told,2.849226234340457
The Chateau Meroux,2.85
The Monster,2.85
Witchery,2.85
Battle Royale II: Requiem,2.8503075871496923
Doom,2.8503503503503502
Megacities,2.8513071895424837
Sensation,2.852272727272727
Love Hina Spring Special - I Wish Your Dream,2.8529411764705883
This Happy Breed,2.8529411764705883
Shrek 2,2.853185595567867
Carmen Jones,2.8532608695652173
Children of a Lesser God,2.8533333333333335
Anatomy,2.853448275862069
Crime After Crime,2.8541666666666665
Cyber Wars,2.8541666666666665
King Lear,2.8541666666666665
Day Watch,2.8542965573326105
Treasure of the Yankee Zephyr,2.8551263001485885
"Duck, You Sucker",2.855305466237942
Don't Touch the Axe,2.8565556036347903
4th Period Mystery,2.857142857142857
Monster in the Closet,2.857142857142857
Nude on the Moon,2.857142857142857
Top Secret!,2.857142857142857
Junior,2.8577586206896552
Monster High,2.8580246913580245
Vampyr,2.8590664272890485
"Paris, je t'aime",2.859635811836115
Route Irish,2.8597560975609757
Tears of the Black Tiger,2.8601017441860463
Blastfighter,2.8603603603603602
"Ilsa, Harem Keeper of the Oil Sheiks",2.86046511627907
The Gendarme of St. Tropez,2.86106346483705
AVP: Alien vs. Predator,2.861111111111111
Girl Shy,2.861111111111111
How to Kill a Judge,2.861111111111111
Nightwing,2.861111111111111
Overlord,2.861111111111111
Michael Collins,2.8612334801762116
Mrs. Doubtfire,2.8617094095099023
The Lord of the Rings: The Return of the King,2.8624662907575384
William & Kate,2.8625
Sneakers,2.862952419682798
Last Train Home,2.8636363636363638
My Grandfather's People,2.8636363636363638
Snakeman,2.8636363636363638
The Last King of Scotland,2.864130434782609
The Crime of Padre Amaro,2.8643491897543125
La Collectionneuse,2.8645833333333335
The Two Faces of Dr. Jekyll,2.865079365079365
A Scanner Darkly,2.8658256880733943
Repeaters,2.8661971830985915
Alone,2.866279069767442
For Lovers Only,2.8666666666666667
JFK,2.8671875
Separate Lies,2.8684210526315788
The Discovery of Heaven,2.868730050159599
The Sum of All Fears,2.868766404199475
Pure,2.8691737288135593
Star Wars: Episode II - Attack of the Clones,2.869246695333652
At Point Blank,2.869565217391304
The Peacemaker,2.869565217391304
Hero at Large,2.869916074887024
Lucky Number Slevin,2.870971472629144
Hologram Man,2.8726415094339623
Semi-Tough,2.8726415094339623
Timecop,2.8727959697733
Be Kind Rewind,2.8735632183908044
Roger & Me,2.8741164828951087
17 Girls,2.875
Battle of the Brave,2.875
Blinky™,2.875
Crazy Love,2.875
Dawn of the Mummy,2.875
Fist of the North Star: Legend of Toki,2.875
How to Murder Your Wife,2.875
June Night,2.875
Lovesick,2.875
Matru Ki Bijlee Ka Mandola,2.875
Mosquito Squadron,2.875
My Best Enemy,2.875
New Year,2.875
Rage,2.875
Sleeping Beauty,2.875
Snowpiercer,2.875
Stewart Lee: Stand-Up Comedian,2.875
Strike Force,2.875
The Fairy,2.875
The Game Is Over,2.875
The Spanish Earth,2.875
The Wool Cap,2.875
The Youngest Profession,2.875
Tumult,2.875
Under the Flag of the Rising Sun,2.875
Without Love,2.875
Shamus,2.8751625487646293
Vanilla Sky,2.8768115942028984
Royal Deceit,2.8772727272727274
Carancho,2.878205128205128
Pumping Iron,2.878504672897196
Gattaca,2.8785786460087572
The Story of O,2.8786610878661087
The Dust Factory,2.88
The Three Brothers,2.88
Intentions of Murder,2.880952380952381
Little Darlings,2.8823529411764706
The Oil Factor: Behind the War on Terror,2.8823529411764706
The Lord of the Rings: The Fellowship of the Ring,2.8825301204819276
Chi lavora è perduto,2.8825484764542937
Repo Men,2.883587786259542
Caché,2.8836272040302267
King Kong,2.88366718027735
State of Grace,2.883817427385892
Annie Hall,2.884514435695538
Two-Lane Blacktop,2.8846153846153846
Catching Hell,2.8863636363636362
Ménage,2.8863636363636362
Eternal Sunshine of the Spotless Mind,2.8874269005847952
"Salò, or the 120 Days of Sodom",2.8877551020408165
Demons 2,2.888157894736842
Illtown,2.888888888888889
Mistletoe Over Manhattan,2.888888888888889
Piggy,2.888888888888889
Matchstick Men,2.889830508474576
Hustle,2.8898421413864104
Bloodline,2.8898635477582846
To End All Wars,2.8900369003690036
Racing Dreams,2.8902439024390243
The Fisher King,2.8904881101376723
The White Ship,2.8910714285714287
The Badge,2.891286970423661
Hospital Massacre,2.892857142857143
Love Potion No. 9,2.892857142857143
Miss Cast Away,2.892857142857143
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2.892857142857143
The Flower of My Secret,2.8934426229508197
Genghis Khan,2.893700787401575
Basic Instinct,2.893939393939394
Knockin' on Heaven's Door,2.8939841892152454
My Life Without Me,2.894070547500541
Hellgate,2.8945868945868947
London Voodoo,2.895238095238095
Un chien andalou,2.8958944281524928
Nightwatching,2.8962264150943398
The International,2.8963414634146343
The Hire: Beat the Devil,2.8966165413533833
Shoot 'Em Up,2.896838602329451
Jungle Fever,2.897530409141172
Mirror Mirror,2.8983050847457625
The Things of Life,2.8983739837398375
"Crouching Tiger, Hidden Dragon",2.8983870967741936
Elizabeth,2.8984238178633976
The Patriot,2.8989234449760763
Beloved Enemy,2.899411187438665
Halloween,2.899906454630496
Chain Reaction,2.9
Ed Gein,2.9
Inside I'm Dancing,2.9
Jimi Plays Monterey,2.9
Kickassia,2.9
Kisses,2.9
Microphone,2.9
Moving Alan,2.9
Peacetime,2.9
Possessed,2.9
Salvador,2.9
The Outskirts,2.9
The Wedding Party,2.9
Who Is Cletis Tout?,2.9
Iron Eagle III,2.900855365474339
"Faster, Pussycat! Kill! Kill!",2.901295149223715
Rashomon,2.9015587936292784
Let Him Have It,2.9019607843137254
American Gigolo,2.902439024390244
Hotel Hell Vacation,2.902439024390244
Live Flesh,2.902897589028976
Guy,2.903225806451613
"Run, Simon, Run",2.903225806451613
Sodom and Gomorrah,2.903225806451613
Blondie on a Budget,2.9033923303834808
The Amazing Spider-Man,2.9038461538461537
The Godfather: Part II,2.9040462427745664
The Chronicles of Riddick,2.9041811846689893
Going Places,2.9043594306049823
Orfeu,2.90625
Lost in Translation,2.906473407180454
The Nada Gang,2.907142857142857
Vaya con Dios,2.9075342465753424
Perfect Stranger,2.908333333333333
Camila Jam,2.9089285714285715
Grand Illusion,2.909090909090909
Olé !,2.909090909090909
Spermula,2.909090909090909
The Eagle,2.909090909090909
The Linguists,2.909090909090909
The Time Shifters,2.909090909090909
The Video Dead,2.909090909090909
V for Vendetta,2.909090909090909
The Piano Teacher,2.9091710758377425
Panic in the Streets,2.909448818897638
I Stand Alone,2.9096385542168677
The Secret Life of Words,2.90994623655914
Alive,2.91025641025641
Cape Fear,2.911290322580645
20th Century Boys - Chapter 1: Beginning of the End,2.911764705882353
Fatal Contact,2.911764705882353
The Double,2.911764705882353
The Sign of Four,2.911764705882353
The Blue Lagoon,2.9120521172638436
Philanthropy,2.9125
Willow,2.9125
40 Days and 40 Nights,2.9126594700686947
Dr. Kildare Goes Home,2.9130434782608696
The Wonderful Crook,2.913884007029877
Klute,2.9154331951845274
Mary Poppins,2.9156200941915227
Amour,2.9166666666666665
Bird of Paradise,2.9166666666666665
Dirch Passer vælter byen,2.9166666666666665
Een Maand Later,2.9166666666666665
Giulia Doesn't Date at Night,2.9166666666666665
Julia X,2.9166666666666665
Mouchette,2.9166666666666665
The Battle of Chile - Part III,2.9166666666666665
The Country Girl,2.9166666666666665
The Mighty Quinn,2.9166666666666665
The Musketeers of Pig Alley,2.9166666666666665
The Professor and His Beloved Equation,2.9166666666666665
In Praise of Love,2.91692789968652
Scoop,2.9170506912442398
Ghostbusters II,2.9174354243542435
Family Plot,2.9177631578947367
Dallas Pashamende,2.9183673469387754
Joan the Maid 2: The Prisons,2.9193548387096775
Night at the Museum,2.919453734671126
Barren Lives,2.920302921024162
Evil Under the Sun,2.9210526315789473
Rang De Basanti,2.9210526315789473
The Man in the Sky,2.9210526315789473
Top Gun,2.9210526315789473
As It Is in Heaven,2.9211785821118754
Red Planet,2.921805467260013
Greed,2.9223770809136664
The Gambler,2.9224137931034484
Alice's Restaurant,2.9225053078556265
Combat Girls,2.923076923076923
Company Business,2.923076923076923
Rocket Gibraltar,2.923076923076923
Shaft,2.9248623131392604
Brother Rat,2.925
Running from Crazy,2.925
Sweet Revenge,2.925
Blood Runs Cold,2.925925925925926
The Child and the Policeman,2.925925925925926
Wonderland,2.9261363636363638
The Curse of the Were-Rabbit,2.9261712043168995
Secret Window,2.926567557846781
Just a Question of Love,2.9267277707543196
Taxi 4,2.9272112598316546
Big Trouble,2.927876823338736
95 Miles to Go,2.9285714285714284
A Fairly Odd Christmas,2.9285714285714284
Alone in the Dark,2.9285714285714284
Charles Bradley: Soul of America,2.9285714285714284
Kiss Me Again,2.9285714285714284
Next Floor,2.9285714285714284
Other Men's Women,2.9285714285714284
Pandora and the Flying Dutchman,2.9285714285714284
The Old Man and the Sea,2.9285714285714284
Wit,2.9285714285714284
Yuddham Sei,2.9285714285714284
There's Something About Mary,2.929226736566186
Appointment with Death,2.9296875
16 Blocks,2.9297297297297296
Ten Little Indians,2.9301075268817205
Addams Family Values,2.9311926605504586
The Wages of Fear,2.9316476345840132
Clerks,2.9318181818181817
Pornography,2.9319272976680386
When Harry Met Sally...,2.9319502074688795
No and Me,2.9324324324324325
Delitto al Blue Gay,2.933333333333333
Last Days Here,2.933333333333333
The Pearl Color,2.9339272457312546
Taxi 2,2.9344660194174756
Hornblower: Loyalty,2.935483870967742
Night Terrors,2.9361702127659575
A Turtle's Tale: Sammy's Adventures,2.9375
Aragami,2.9375
Bikini Summer III: South Beach Heat,2.9375
Children of the Living Dead,2.9375
"Elmer, The Great",2.9375
Moonrise Kingdom,2.9375
Nathalie Granger,2.9375
One on One,2.9375
Sweet Movie,2.9375
The Locked Door,2.9375
The Man Who Haunted Himself,2.9375
The Valley,2.9375
Wild Guitar,2.9375
The Death of Mr. Lazarescu,2.9383561643835616
The Chinese Botanist's Daughters,2.9393939393939394
Face/Off,2.9398976982097187
Dream,2.94
Jodi No.1,2.94
The Legend of Boggy Creek,2.94
Mister Roberts,2.9400299850074965
The Big Sleep,2.9411764705882355
The Abyss,2.9413043478260867
RoboCop 2,2.941666666666667
The Experiment,2.941860465116279
Masques,2.9428969359331476
The Strange Case of the End of Civilization as We Know It,2.9434654919236416
Punishment Park,2.943661971830986
Ladybug Ladybug,2.9441514860977946
Visions of Europe,2.944188191881919
Double Indemnity,2.9444444444444446
Fires on the Plain,2.9444444444444446
Le Mans,2.9444444444444446
Three Seasons,2.9444444444444446
Sam Kinison: Why Did We Laugh?,2.9456521739130435
You Instead,2.945890410958904
I'm Not There.,2.946236559139785
Takva: A Man's Fear of God,2.946686351706037
Arachnophobia,2.9472049689440993
American Mullet,2.9473684210526314
Asterix vs. Caesar,2.9473684210526314
A Monkey in Winter,2.9482758620689653
The Best Years of Our Lives,2.9489795918367347
Beach Party,2.95
Delta of Venus,2.95
Queen Kelly,2.95
School for Seduction,2.95
Fire,2.950996677740864
Loophole,2.951219512195122
Wild China,2.951219512195122
Shock,2.951656342580124
Poverty and Nobility,2.9523809523809526
Mr. Jones,2.952485380116959
The Grasshopper,2.953125
Man on the Moon,2.953271028037383
Ghosts,2.953488372093023
Beneath the Planet of the Apes,2.9536082474226806
Syriana,2.95447672534831
"Ladies and Gentlemen, the Fabulous Stains",2.9545454545454546
Q & A,2.9545454545454546
The Bourne Identity,2.9545454545454546
Amsterdamned,2.9549763033175354
Maurice,2.9554455445544554
Comic Book: The Movie,2.9557522123893807
The Matrix,2.9557877813504825
The Transformers: The Movie,2.9558823529411766
Me and Charly,2.9565217391304346
Brain Dead,2.9567099567099566
Frankenstein,2.956896551724138
About a Boy,2.9569288389513106
Beyond Tomorrow,2.9575892857142856
A Taxing Woman,2.9582730342498795
Ju-on: The Curse,2.9583333333333335
The 11th Hour,2.9583333333333335
Carrie,2.9587020648967552
The Towering Inferno,2.958823529411765
Balto II: Wolf Quest,2.9594594594594597
The Bride Goes Wild,2.9594594594594597
Ironweed,2.9597156398104265
The Round Up,2.9601769911504423
Falling Sky,2.9603960396039604
Nuvvostanante Nenoddantana,2.960674157303371
Copying Beethoven,2.961094224924012
Lady in the Lake,2.9614890885750964
Europa Europa,2.9615384615384617
Hard Luck Hero,2.9615384615384617
Prisoner 701: Sasori,2.9615384615384617
THX 1138,2.9615384615384617
The Catechism Cataclysm,2.9615384615384617
The Three Stooges in Orbit,2.9615384615384617
Identity,2.9625
Iron Man,2.963463867581752
Aamdani Atthanni Kharcha Rupaiya,2.963636363636364
Alamar,2.9637599093997733
The Cotton Club,2.9638798701298703
Y Tu Mamá También,2.9640020497053547
30 Beats,2.9642857142857144
Animation Runner Kuromi,2.9642857142857144
The Diary of Anne Frank,2.9642857142857144
No Good Deed,2.9644212523719164
A Trip to the Moon,2.96474358974359
Paths of Glory,2.9655172413793105
Pitch Black,2.966187658495351
Homeward Bound: The Incredible Journey,2.966666666666667
Silk,2.966666666666667
Two Seconds,2.966666666666667
The Revenge of Frankenstein,2.9668284789644015
Cruel Intentions,2.9680851063829787
At Risk,2.968278731149246
Manson,2.96875
With Every Heartbeat,2.9688796680497926
Pornorama,2.968944099378882
Special Delivery,2.9692307692307693
The Girl,2.9695121951219514
Lights in the Dusk,2.9695334814344654
"Brother Sun, Sister Moon",2.9710216110019645
Steel,2.9710743801652892
Stranded,2.9714285714285715
Momentum,2.97196261682243
Canvas,2.9722222222222223
Nightmare,2.9722222222222223
The Fortune Cookie,2.9732946298984033
Humble Pie,2.973684210526316
On the Waterfront,2.973684210526316
Sharpay's Fabulous Adventure,2.973684210526316
The Age of the Earth,2.973684210526316
The Little Girl Who Conquered Time,2.973684210526316
Chance Pe Dance,2.975
The Wrong Guys,2.975262368815592
Versus,2.9753086419753085
Death on the Nile,2.975609756097561
Prince of Broadway,2.975609756097561
No Mercy for the Rude,2.9757281553398056
The Blood on Satan's Claw,2.975806451612903
The Real McCoy,2.9760479041916166
Bachelor Flat,2.9767441860465116
Andrei Rublev,2.9776119402985075
Monster,2.9776748104465036
American Heart,2.9791666666666665
Julio Begins in July,2.9791666666666665
Catch Me If You Can,2.9800413956238914
Frankenstein,2.9803149606299213
Barking Water,2.9807504873294346
Harry Potter and the Goblet of Fire,2.980796586059744
Scream 3,2.9815914489311166
The Edukators,2.9824146981627297
Wee Willie Winkie,2.98297213622291
Sitting Target,2.9833333333333334
The Green Butchers,2.9833333333333334
Vlad the Impaler: The True Life of Dracula,2.984848484848485
Imagine Me & You,2.984973482616382
Bordertown,2.985294117647059
Beyond the Door,2.986111111111111
Burning Love,2.986111111111111
Bicycle Thieves,2.9871794871794872
Changeling,2.987309644670051
Circle of Eight,2.9875
Arena,2.9875259875259874
"Bang, Boom, Bang",2.9877855259040724
Milk Money,2.9885057471264367
Full Metal Jacket,2.988888888888889
Judgment at Nuremberg,2.99
Christine,2.990740740740741
Treasure Island,2.990950226244344
"Good bye, Lenin!",2.990992835209826
Santa Fe Trail,2.9910714285714284
Revenge of the Pink Panther,2.9915254237288136
Who Killed Bambi?,2.9919273850907686
Man Without a Memory,2.9919354838709675
Thunderball,2.9925373134328357
Games of Love and Chance,2.9925925925925925
My Girl,2.9939759036144578
Dead Man Walking,2.9950980392156863
Dont Look Back,2.9976544175136826
"$1,000 on the Black",3.0
12 Wishes of Christmas,3.0
14 Going on 30,3.0
252: Signal of Life,3.0
45365,3.0
7 Days in Havana,3.0
8 First Dates,3.0
A Better Place,3.0
A Bride for Christmas,3.0
A Day in the Death of Joe Egg,3.0
A Late Quartet,3.0
A Million to Juan,3.0
A Mother's Courage,3.0
A Nymphoid Barbarian in Dinosaur Hell,3.0
A Parting Shot,3.0
A.C.O.D.,3.0
Abiogenesis,3.0
Absentia,3.0
Admiral Yamamoto,3.0
Adventures of Kitty O'Day,3.0
Afterwards,3.0
Ale e Franz - È tanto che aspetti?,3.0
Alias the Doctor,3.0
Alive and Kicking,3.0
Alps,3.0
Ambush at Cimarron Pass,3.0
American Hustle,3.0
American Pie Presents: The Book of Love,3.0
And Now My Love,3.0
Apache Rifles,3.0
Applause,3.0
Attack of the Crab Monsters,3.0
Baby Face,3.0
Baby Snakes,3.0
Baby on Board,3.0
Barbed Wire,3.0
"Be Silent, Sorrow, Be Silent",3.0
Bedfellows,3.0
Berberian Sound Studio,3.0
Bill Maher: '...But I'm Not Wrong',3.0
Bird on a Wire,3.0
Black Cadillac,3.0
Black Rock,3.0
Blush,3.0
Boca,3.0
Brand Upon the Brain! A Remembrance in 12 Chapters,3.0
Brave Revolutionary,3.0
Brian Posehn: The Fartist,3.0
Brooklyn Dodgers: The Ghosts of Flatbush,3.0
Bus Riley's Back In Town,3.0
By the Sea,3.0
C'mon Man,3.0
Captain January,3.0
Cattle Annie and Little Britches,3.0
Cell,3.0
Chained,3.0
Charley-One-Eye,3.0
Cheap Thrills,3.0
Children of the Corn III: Urban Harvest,3.0
Chori Chori Chupke Chupke,3.0
Color of the Ocean,3.0
Company of Heroes,3.0
Container,3.0
Creature,3.0
Danger!! Death Ray,3.0
Dawn of the Planet of the Apes,3.0
Dear Heart,3.0
Destroyer,3.0
Dirigible,3.0
Doctor in the House,3.0
Down and Dangerous,3.0
Drillbit Taylor,3.0
Dzhamilya,3.0
Edge of Sanity,3.0
Elliot Loves,3.0
Emitaï,3.0
Emotion,3.0
End of the World,3.0
Endeavour,3.0
Equinox,3.0
Escape,3.0
Escape Fire: The Fight to Rescue American Healthcare,3.0
Eskil & Trinidad,3.0
Eva,3.0
Farmer Al Falfa Sees New York,3.0
Fear Strikes Out,3.0
Federal Hill,3.0
Filth,3.0
Fire with Fire,3.0
First Winter,3.0
Fist of Jesus,3.0
Flesh and Blood,3.0
Foolish,3.0
Foreign Letters,3.0
Forest of the Gods,3.0
Fortune and Men's Eyes,3.0
Four Men and a Prayer,3.0
From Hell,3.0
From Up on Poppy Hill,3.0
Fugitives,3.0
Gayniggers from Outer Space,3.0
George of the Jungle 2,3.0
Get Well Soon,3.0
Good Fortune,3.0
"Goodbye, My Fancy",3.0
Gretchen the Greenhorn,3.0
Hancock,3.0
Hank and Asha,3.0
Happily N'Ever After,3.0
Happy New York,3.0
Heartbreakers,3.0
Hedd Wyn,3.0
Hell Behind the Bars,3.0
His Picture in the Papers,3.0
Home of the Brave,3.0
Hoodoo Ann,3.0
Hotarubi no Mori e,3.0
House of Games,3.0
Hunt to Kill,3.0
"I Are You, You Am Me",3.0
I Know That Voice,3.0
I Married a Witch,3.0
"If Footmen Tire You, What Will Horses Do?",3.0
Il minestrone,3.0
Immortal,3.0
Immortal Love,3.0
In Fear,3.0
Island of Love,3.0
Jacob,3.0
Jim Gaffigan: Beyond the Pale,3.0
Joshua Tree,3.0
Jungle,3.0
Karma,3.0
Keep an Eye on Amelia,3.0
Kid Millions,3.0
Kiss of Death,3.0
Kokoko,3.0
Komsomol,3.0
Kya Kehna,3.0
Lampaansyöjät,3.0
Landscape Suicide,3.0
Last Man Standing,3.0
Let There Be Light,3.0
Lightning in a Bottle,3.0
Lille Fridolf Och Jag,3.0
Lost and Found,3.0
Lost in New York,3.0
Louie Bluie,3.0
Love Ghost,3.0
Love and Honor,3.0
Luv,3.0
Macario,3.0
Macbeth,3.0
Maid to Order,3.0
Man Follows Birds,3.0
Marathon Boy,3.0
Mariachi Gringo,3.0
Mascara,3.0
Melody for a Street Organ,3.0
Mille bolle blu,3.0
Mission to Moscow,3.0
"Mother, I Love You",3.0
Mr. Blue Sky: The Story of Jeff Lynne & ELO,3.0
Mrs. Pollifax: Spy,3.0
Murder on Flight 502,3.0
My Joy,3.0
Nantucket Film Festival's Comedy Roundtable,3.0
National Lampoon's Favorite Deadly Sins,3.0
Neapolitan Turk,3.0
Night Call Nurses,3.0
No One Dies in Lily Dale,3.0
Nobody Knows Anything!,3.0
Nom de code : Rose,3.0
Nouvelle Vague,3.0
Number One with a Bullet,3.0
"O-Bi, O-Ba: The End of Civilization",3.0
"Och, Karol 2",3.0
On the Last Verse - A Small Film About Death,3.0
Opus II,3.0
Orange Love,3.0
Out of Bounds,3.0
Outpost: Black Sun,3.0
PT 109,3.0
Parallel Sons,3.0
Parisian Love,3.0
Parsifal,3.0
Patience (After Sebald),3.0
Pawn,3.0
Pennies from Heaven,3.0
Permanent Record,3.0
Perry Mason: The Case of the Skin-Deep Scandal,3.0
Picture Mommy Dead,3.0
Prime Cut,3.0
På palmblad och rosor,3.0
Queen Sized,3.0
Queen to Play,3.0
Quick Billy,3.0
R2B: Return to Base,3.0
Rabbit Test,3.0
Radio Day,3.0
Rage,3.0
Rapt,3.0
Rhythm on the River,3.0
River's End,3.0
Romántico,3.0
Salomé,3.0
Sanitarium,3.0
Santa Fe,3.0
Saving Lincoln,3.0
Say One for Me,3.0
Scrambled Beer,3.0
Seal Team Six: The Raid on Osama Bin Laden,3.0
Searching for Sugar Man,3.0
"See Here, Private Hargrove",3.0
Seeing Red: Stories of American Communists,3.0
Slayers Premium,3.0
Snow White: A Deadly Summer,3.0
Someone Else's America,3.0
Song of the Saddle,3.0
Spare Bed-Room,3.0
St. Giuseppe Moscati: Doctor to the Poor,3.0
Stalingrad,3.0
Standoff,3.0
"Stewart Lee: If You Prefer a Milder Comedian, Please Ask for One",3.0
Storage 24,3.0
Stuck Between Stations,3.0
Successive Slidings of Pleasure,3.0
Sunshine Follows Rain,3.0
Superstar Goofy,3.0
"T,O,U,C,H,I,N,G",3.0
TINY: A Story About Living Small,3.0
Taken,3.0
Tale of a Forest,3.0
Tattoo,3.0
Taxandria,3.0
